dmb,dm15err,dcolor,dMB
0.013971966389775,0.026640187520952,0.018060643651915,0.013971966389775
0.038420039543212006,0.35949215818992103,0.056077396843178,0.038420039543212006
0.017994457482371003,0.08552135578079803,0.02491405858808,0.017994457482371003
0.011952678430033,0.031791268883885,,0.011952678430033
0.028000196860927005,0.03704851147403,0.036363684507004,0.028000196860927005
0.012555594376126996,0.037645704729522,0.016866337485654,0.012555594376126996
0.013984911588286,0.020707989945031,0.022381588424728,0.013984911588286
0.021131597312379,0.052313613218806,0.029761177655646,0.021131597312379
0.011826613247613998,0.021545112675319,0.014777376230125,0.011826613247613998
0.017170729647984,0.069754716387592,0.023356631972226004,0.017170729647984
0.016051224324801,0.32001772838780795,0.020745006390922003,0.016051224324801
0.013575475155693002,0.08498565444144299,0.018447125583723,0.013575475155693002
0.010687534706614002,0.014925899590238,0.01665589348358,0.010687534706614002
0.13473707164549,0.150771936841336,0.16793849945864406,0.13473707164549
0.021007775128171,,0.026644902548164,0.021007775128171
0.01659147037181,0.024022381086891004,0.020604962501886,0.01659147037181
0.019896746969777,0.19951867351674896,0.023609216853861,0.019896746969777
0.015293133636583,0.033239146189272005,0.026345634391007004,0.015293133636583
0.016264978352029,0.13678199652192802,0.023841078376172997,0.016264978352029
0.022734046636433,0.107754379681342,0.027862549661219,0.022734046636433
0.015846738857203998,,0.020131237051203,0.015846738857203998
0.051713720252528,0.08431060596886,0.060348337993091,0.051713720252528
0.017298750715873,0.040175000660313986,0.02329185640005,0.017298750715873
0.124046707935275,0.13180280385724194,0.154263932705281,0.124046707935275
0.016602163528175,0.022044712309662,0.026635563977330003,0.016602163528175
0.020604114426399,0.042652423562724,0.025963653933111,0.020604114426399
0.08614123309894701,0.088932616932538,0.11759249386830803,0.08614123309894701
0.019466028301266,0.035603060169556,0.028412895697555,0.019466028301266
0.019368749122295,0.132880159543494,0.036928676060602,0.019368749122295
0.015621427739744,0.021211962774352004,0.022405704538805,0.015621427739744
0.031413784819469,0.16622863010296698,0.037055187497567005,0.031413784819469
0.038543791033821,0.193606850668421,0.056780796268903,0.038543791033821
0.009008472606911,0.067507965877526,,0.009008472606911
0.027005830142877003,0.345127207773437,0.032261451218435,0.027005830142877003
0.012637427779604,0.04267204491317,0.01973595756201,0.012637427779604
0.009748464206955,0.036569412804011,0.01347704544699,0.009748464206955
0.026216735432666,0.3358153798735061,0.032689184371366004,0.026216735432666
0.008503552602694999,0.012544651791614,0.013206172046432,0.008503552602694999
0.015495659588955,0.048012223325403,0.021181884671913,0.015495659588955
0.016500393889745002,0.050799824527219005,0.021343304472115004,0.016500393889745002
0.018339578223126,0.22549776401261495,0.025063328542039,0.018339578223126
0.011636622723829,0.018083432152601,0.016592169866438,0.011636622723829
0.012931156213506002,,0.017014860123596,0.012931156213506002
0.022927718090406002,0.085559879048556,0.030327005217363,0.022927718090406002
0.009097908779464,0.024293987887178,0.011792362602695,0.009097908779464
0.039747028318978986,0.042551934052898,0.050667999803553,0.039747028318978986
0.023457596361545,,0.026071818241666,0.023457596361545
0.026276345066114,0.033543205038679,0.035898022454557,0.026276345066114
0.007763209531741999,0.014077525549447,0.012775601187911,0.007763209531741999
0.011225405678381,0.056952874159149014,0.015022987118082,0.011225405678381
0.012674745372348998,0.019275635512025,0.016965239096011,0.012674745372348998
0.021884485183435,0.156712549226947,0.030031781257293,0.021884485183435
0.014763629740445,0.028807180328597,,0.014763629740445
0.065022197266183,0.069719645074812,0.078874674119866,0.065022197266183
0.021625735853376,0.049717022874925985,0.02537055516439,0.021625735853376
0.02613190429778,0.130120890938715,0.03298659332408,0.02613190429778
0.015463597232105,0.045437695296771,0.022606467202454,0.015463597232105
0.012125334463048998,0.153970099077581,0.014583365328236004,0.012125334463048998
0.036706304343947,0.080111918973568,0.044710181923126,0.036706304343947
0.031412783289415006,0.19583447088746694,0.035390236340929,0.031412783289415006
0.013157157128046002,0.037503423001292,0.019198062469551,0.013157157128046002
0.014023197762904,0.027509518877499,0.023928459464509,0.014023197762904
0.010487844377684,0.044966720145577004,0.013369026900639,0.010487844377684
0.011468207003006,0.015581114917183,0.017583595912226,0.011468207003006
0.011341803331154,0.159434608880858,0.014514209372514,0.011341803331154
0.138930416043965,0.506418759744361,0.22180511304248,0.138930416043965
0.008930703925974,0.284381553570712,0.01162116971479,0.008930703925974
0.026718927101329,0.16310697765744298,,0.026718927101329
0.017254836639956,0.117581029714763,0.023079110381665,0.017254836639956
0.083113986265735,0.15209076172317498,,0.083113986265735
0.034972650753392,0.072094667252036,,0.034972650753392
0.06616681607949901,,,0.06616681607949901
0.020988121677182,0.022717501626463,0.047484041408940005,0.020988121677182
0.024186174316528003,0.039300607640716,0.035667727355171,0.024186174316528003
0.040309944535001,0.282227326558287,0.055805738001646,0.040309944535001
0.049424782016167,0.141875394446233,,0.049424782016167
0.025798068648572,0.030986335823865,0.033960528729813,0.025798068648572
0.03208790174878,0.098605078631581,0.050552412493048,0.03208790174878
0.027848572822154,0.041931140545429,,0.027848572822154
0.016557368689673998,0.041501007518275006,0.02214490623576,0.016557368689673998
0.017717617433716002,0.09095601748993902,0.024780565232573,0.017717617433716002
0.040469926863337,,0.05459842084424299,0.040469926863337
0.043614818549997006,0.128869881757631,,0.043614818549997006
0.045849721411813,0.061417151862653,,0.045849721411813
0.06244283988138,,0.090561067479527,0.06244283988138
0.054273406162814,0.065907720098727,0.075192487873672,0.054273406162814
0.023389750649606,0.078241010740388,,0.023389750649606
0.046192665228888,0.054919399919982,,0.046192665228888
0.033450974275754,0.07101624974556099,,0.033450974275754
0.029538720638533,0.074396851000056,,0.029538720638533
0.028575390143932,0.046104730676545,0.040303636406335,0.028575390143932
0.052295237219407015,0.123638550209504,,0.052295237219407015
0.022852166651579,0.07495417790884,0.033968959297069,0.022852166651579
0.028006594718928,0.048982252190133,0.042183157507724986,0.028006594718928
0.024043149480310003,0.041508595465492015,0.040209092822745006,0.024043149480310003
0.085468722885703,,,0.085468722885703
0.06278551064896201,0.094525308632993,0.098146699872403,0.06278551064896201
0.026478502040709,0.095781392121326,,0.026478502040709
0.031960334628982005,0.035732511957889,0.044162803292623,0.031960334628982005
0.017432047754917,0.043767760314604,0.02297768789039,0.017432047754917
0.031629209171597,0.101476149194139,,0.031629209171597
0.025667705382918,0.037329190933589,,0.025667705382918
0.013075501223401,0.055159184624801,0.019893607638164,0.013075501223401
0.043101302153522,0.060997040901521,0.059952890581007987,0.043101302153522
0.031885142105244,0.163720517650288,,0.031885142105244
0.09391366248622697,0.157313207524592,0.10315237161836,0.09391366248622697
0.051185220530062,,,0.051185220530062
0.02790059802097,0.07640258930774001,0.040471389976367005,0.02790059802097
0.02687162569532,0.077525972474954,0.039483445670256,0.02687162569532
0.026729411337256,0.09541686614399,0.037261291126038,0.026729411337256
0.046510050292204,0.17699348718305902,,0.046510050292204
0.046392021531437004,0.34634934221068503,,0.046392021531437004
0.014717645340776,0.13030928415926,0.021293421370239,0.014717645340776
0.026645914155703,0.220696397500973,,0.026645914155703
0.042538440526261004,,0.055774227132910005,0.042538440526261004
0.01060079032081,,0.015707910781873002,0.01060079032081
0.018810410446087,0.049211921829695006,0.028509720449508,0.018810410446087
0.020531620635603,0.030265025880444,0.026329982831430003,0.020531620635603
0.056763764272045,0.122101798207887,0.07448255283781301,0.056763764272045
0.042817538302339,0.113059867628684,0.058770684777394,0.042817538302339
0.026341577545014,,0.048734939464494,0.026341577545014
0.098815749774324,,,0.098815749774324
0.015054561973875,0.066645366136907,0.020410716455115,0.015054561973875
0.096133902071692,0.13257897907167002,,0.096133902071692
0.015775627591519,0.019865996027197,0.026890922041426003,0.015775627591519
0.08566898526712202,,,0.08566898526712202
0.03513587485860399,0.078404116491217,,0.03513587485860399
0.018630822440871,0.132059740866788,,0.018630822440871
0.016256919661175,0.071322213845478,0.021725504903056,0.016256919661175
0.025585120626225,0.051732029698309014,0.034960943195812014,0.025585120626225
0.048206764557544,0.06541595139449,,0.048206764557544
0.047525312882594,0.295301562081067,,0.047525312882594
0.032809175871249,0.05482283407259,0.051966134760236,0.032809175871249
0.022516684114018,0.123923688117654,0.030779833507387,0.022516684114018
0.030181281461043,0.106453946843608,0.047249795059546,0.030181281461043
0.03397926255689,0.068129278849947,,0.03397926255689
0.023413166837994,0.050880538679487,0.040211206977586,0.023413166837994
0.032660724643975,0.06135755616554401,0.049830165394929,0.032660724643975
0.035809289934693005,0.102054222076958,,0.035809289934693005
0.015114842988088,,0.020966135638013,0.015114842988088
0.035955610190627,0.05680101043252,,0.035955610190627
0.039313146152303,,0.057228745946448,0.039313146152303
0.010703604684149002,0.043932393419206,,0.010703604684149002
0.016717749867214,0.038909156586102014,0.021487083389566,0.016717749867214
0.041350882025337,0.080927941532045,,0.041350882025337
0.018444366799127,0.14078757689472002,0.027993395648053,0.018444366799127
0.021474764603869,0.05887777115058501,0.037397062762177,0.021474764603869
0.009275763686603,0.109429081835501,,0.009275763686603
0.029683722991115005,,,0.029683722991115005
0.045188233507196994,0.20437733493247606,,0.045188233507196994
0.08311624290097999,,,0.08311624290097999
0.009046247506938,0.05658477098491201,0.013833036377571002,0.009046247506938
0.009334693607778,0.10655134821379303,0.016454480870011,0.009334693607778
0.072861863537265,0.13939673310289902,,0.072861863537265
0.029525859947015,,,0.029525859947015
0.145384839718139,0.232599710012514,,0.145384839718139
0.035002339429173995,0.036701574663169,0.043356244653941,0.035002339429173995
0.036025493848197,0.191640462393118,,0.036025493848197
0.027176442657472,0.064679583750151,,0.027176442657472
0.012650899247526,0.032013525466486004,0.028957159575086006,0.012650899247526
0.067339715315469,,,0.067339715315469
0.020611626223399,,,0.020611626223399
0.017758949015875998,0.389342436822683,,0.017758949015875998
0.606166373779467,0.6082313184394561,0.876358133496026,0.606166373779467
0.07630500466454901,0.21176268931790296,,0.07630500466454901
0.060497503886900984,0.078287908331911,0.126239538230578,0.060497503886900984
0.032901679104126634,0.06197743436823066,,0.032901679104126634
0.01734461096368336,0.14465036026671016,,0.01734461096368336
0.00299120703943113,0.05803941777159453,0.010041373626087613,0.00299120703943113
0.1061390610146222,0.1523204233823839,,0.1061390610146222
0.011412124173185321,0.028585345020413794,0.016348807752371915,0.011412124173185321
0.05852673673849956,0.1210725455569828,,0.05852673673849956
0.032901422112529666,0.054720938266971636,0.050783229765904485,0.032901422112529666
0.04193740894369654,0.048333781399453615,0.05344234558823804,0.04193740894369654
0.03485486542937639,0.08399007815537876,,0.03485486542937639
0.03592466179480093,0.1029006639183891,0.0671924066112609,0.03592466179480093
0.0700910688967446,0.11857140699045547,,0.0700910688967446
0.0323082439484319,0.13089656216964068,0.048213299482874665,0.0323082439484319
0.010405641070491715,0.017758804306301664,0.07075330805195852,0.010405641070491715
0.0055286250127905105,0.03294974458244563,0.011449837672023564,0.0055286250127905105
0.04371812878246068,0.07493844627782087,,0.04371812878246068
0.08186692277112287,0.15253900555483166,,0.08186692277112287
0.10237185309569166,0.1537430445992876,,0.10237185309569166
0.04886952400121381,0.2159058280044937,,0.04886952400121381
0.04877273941193302,0.11177486460956257,,0.04877273941193302
0.05366883074793912,0.0832292959706207,,0.05366883074793912
0.02190916964796767,0.11993965776951375,,0.02190916964796767
0.10657721042677172,0.3833276840579015,,0.10657721042677172
0.04651299211815293,0.14228760573248944,,0.04651299211815293
0.07265116644993834,0.2653919585369018,,0.07265116644993834
0.0436655021399243,0.09430704856788588,,0.0436655021399243
0.06645408472489185,0.2374547918018976,,0.06645408472489185
0.07597467774686995,0.1511920457782947,,0.07597467774686995
0.04025625903736276,0.13329309558336122,,0.04025625903736276
0.07540062122078305,0.1350002960989014,,0.07540062122078305
0.024560512754782944,0.06243648626590331,,0.024560512754782944
0.037298613826085535,0.12742032549259147,,0.037298613826085535
0.053970616407610916,0.08030517284052711,,0.053970616407610916
0.04338240908155108,0.1016717002900731,,0.04338240908155108
0.02358162666212526,0.02540990384393987,,0.02358162666212526
0.019969887150595073,0.05086812851819622,,0.019969887150595073
0.11027503538523893,0.17753279932322805,,0.11027503538523893
0.060554883434013364,0.13654224607176849,,0.060554883434013364
0.0650540589261068,,,0.0650540589261068
0.097042538045545,,,0.097042538045545
0.0322504229149029,0.08791150209675247,,0.0322504229149029
0.021570589404676214,0.0998469019062792,,0.021570589404676214
0.0189313444849074,0.028677535986870138,0.026006200481904104,0.0189313444849074
0.06472027356049895,,,0.06472027356049895
0.03551734491072248,0.11160495516055556,,0.03551734491072248
0.6776780931335517,0.6851950372194954,,0.6776780931335517
0.024154558318301808,0.055934984143607286,0.05315555607348084,0.024154558318301808
0.023990973950785144,0.0634182634423462,,0.023990973950785144
0.0059986612511405855,0.01064069763926762,0.010772138617440849,0.0059986612511405855
0.047907610277523036,0.13460648100845055,,0.047907610277523036
0.021899409988229458,0.07174379948649652,,0.021899409988229458
0.01695299123286679,0.05459958641118581,0.032558571169276816,0.01695299123286679
0.09379105168790708,0.12926575285508388,,0.09379105168790708
0.02793308909366108,0.07827732560926391,,0.02793308909366108
0.11150033976298833,0.12188299328808255,0.12854237417568154,0.11150033976298833
0.032081963101235296,0.09891788745743853,,0.032081963101235296
0.08855086224487277,0.152281601198913,,0.08855086224487277
0.033515692168871535,0.12217317955873035,,0.033515692168871535
0.04972094556415086,0.07459309966475329,,0.04972094556415086
0.0769887042732379,0.11843890670687147,,0.0769887042732379
0.004706728568930361,0.2158205541086996,0.016370333420738962,0.004706728568930361
0.16829646838347018,0.19333159325694413,0.2023276139377518,0.16829646838347018
0.041232956981037135,0.0987069728640428,,0.041232956981037135
0.0406267241889114,0.06314737438871304,,0.0406267241889114
0.034445867585511214,,,0.034445867585511214
0.04604179718088148,0.0907584408188232,,0.04604179718088148
0.04253846696558672,0.04471832198296877,0.07920387861543399,0.04253846696558672
0.055621846844646966,0.10434597392119947,,0.055621846844646966
0.030620500452198437,0.04118072968344296,0.0406207578346035,0.030620500452198437
0.03806998760602623,0.11472121728839085,,0.03806998760602623
0.0621123901278773,0.20603967072642912,,0.0621123901278773
0.04433966430834437,,,0.04433966430834437
0.022251211532192908,,0.03186169668733558,0.022251211532192908
0.03126014262736617,0.09002711126568863,,0.03126014262736617
0.034455847823486915,0.05362830937299935,,0.034455847823486915
0.06396293538900591,0.09663116745323627,,0.06396293538900591
0.16276965202680407,0.17360863466408855,,0.16276965202680407
0.07265242302551975,0.16977446980323685,,0.07265242302551975
0.02471752038343673,0.1481950316847276,0.029567606296725224,0.02471752038343673
0.05077927409586885,0.07351128766545381,,0.05077927409586885
0.015358430087198132,0.06166724203958812,,0.015358430087198132
0.03123109882232385,0.05852252344805797,0.05096707425531044,0.03123109882232385
0.04831871580352372,0.055617616461589116,0.06980128676452227,0.04831871580352372
0.07129595046042232,0.17058114018032314,,0.07129595046042232
0.07093015014892698,0.1390214657866067,,0.07093015014892698
0.0201142380011206,0.07957117200289067,0.028651436167622658,0.0201142380011206
0.0396372333200935,0.1185383579527833,,0.0396372333200935
0.009574652868317943,0.011168357066247518,0.012273791154782495,0.009574652868317943
0.05202966097698895,0.1000948175384067,,0.05202966097698895
0.5657373155967547,,,0.5657373155967547
0.6484993128654523,0.6670083885097671,,0.6484993128654523
0.08891520934350526,0.1095542853719101,,0.08891520934350526
0.0931987706662268,0.11561841458280185,,0.0931987706662268
0.03176873535228771,,,0.03176873535228771
0.1132831221646666,0.1563285711525593,,0.1132831221646666
0.04343779218187728,0.1012508247907587,0.05440127424510099,0.04343779218187728
0.03973772845056733,0.07748905726707347,,0.03973772845056733
0.02930623882296972,0.03602181932796057,0.03631970822195095,0.02930623882296972
0.013390610477191459,0.03185952378585432,,0.013390610477191459
0.01944333335061948,0.10855708636028452,0.023974727237647955,0.01944333335061948
0.032645918227683764,0.06258806541311714,,0.032645918227683764
0.03736418681055114,0.09581449735706074,,0.03736418681055114
0.024397262320572075,0.07572656549833395,0.034528308439765135,0.024397262320572075
0.03366364429131776,,,0.03366364429131776
0.042275066037423016,,,0.042275066037423016
0.05935127680668147,0.1408141307959732,,0.05935127680668147
0.016005203921964577,0.15871396209237254,0.0244900898986546,0.016005203921964577
0.015379959583520956,0.06643230349434336,0.02175852711614235,0.015379959583520956
0.049707970998730734,0.12133045559116372,,0.049707970998730734
0.017241737974315732,0.08700945929318563,0.023261598841955625,0.017241737974315732
0.06424196135147926,0.08333321724932999,0.08381770405343893,0.06424196135147926
0.012704914079305477,0.05111055169284188,0.030437709591782287,0.012704914079305477
0.11572999283025845,0.17127921282120054,,0.11572999283025845
0.02310058950996732,0.03574321162675235,0.058125386454900535,0.02310058950996732
0.03435556656292019,0.08505069358957464,,0.03435556656292019
0.05301671460220364,0.08102051905316371,,0.05301671460220364
0.012449189964364605,,,0.012449189964364605
0.035286539328511626,0.15921823928359632,,0.035286539328511626
0.043849991424010734,0.10245784908730306,,0.043849991424010734
0.056189949766752366,,0.10159993070364688,0.056189949766752366
0.01972560916686817,0.11382375567649106,0.027477843243754727,0.01972560916686817
0.050158601302275695,0.22099113442953308,,0.050158601302275695
0.08059771904364238,,,0.08059771904364238
0.1112478785817314,,,0.1112478785817314
0.04365283082098701,0.06120094887116127,,0.04365283082098701
0.05673679364308557,0.22833493667818314,,0.05673679364308557
0.04536233282790924,0.10695928758753163,,0.04536233282790924
0.02682391365711279,0.0941701127413462,,0.02682391365711279
0.027567155025913042,0.04629729090620357,,0.027567155025913042
0.02265738098499046,0.07670026992752424,,0.02265738098499046
0.05774860523543776,0.10642912038150294,,0.05774860523543776
0.025960068762258814,0.030144557661932105,0.03728998311379872,0.025960068762258814
0.045374322946886,0.08735511117093862,,0.045374322946886
0.040733799850709636,0.08382445177164205,,0.040733799850709636
0.06728056865324535,,,0.06728056865324535
0.003823893558663572,0.04737528194439241,,0.003823893558663572
0.062014794856049785,0.12328056134685668,,0.062014794856049785
0.04931917505056052,0.05125673782208455,0.08556459040000444,0.04931917505056052
0.044316989365020994,,,0.044316989365020994
0.045180295912223466,0.16027480840305364,,0.045180295912223466
0.03828364582890873,0.17694394266536395,,0.03828364582890873
0.02026670938164031,0.036732368849053065,,0.02026670938164031
0.029599490175341,0.144053044915017,,0.029599490175341
0.07873395201636099,,,0.07873395201636099
0.005378758560041,0.09425138268542,0.010244496431781,0.005378758560041
0.040882678761835,0.053310964745184986,0.050841508211661,0.040882678761835
0.016978830343544,0.068709370149812,0.026294220111158,0.016978830343544
0.09226382319887197,0.12151296167366303,,0.09226382319887197
0.042675228925125,0.137926204900003,,0.042675228925125
0.029898278606175,0.08414799366817599,0.08894540275462501,0.029898278606175
0.012225887817344998,0.0502277710133,,0.012225887817344998
0.028537760798118,0.06598535527191,,0.028537760798118
0.016235777786411998,0.08389037693053099,0.024731936790025,0.016235777786411998
0.037943085057335,0.15002851365032402,0.054115286996091,0.037943085057335
0.064156294310312,,,0.064156294310312
0.021937266230757,0.033879383036308,0.035689409068057995,0.021937266230757
0.039181369619876,0.042077633756834994,0.049350203703477,0.039181369619876
0.039710655564046,0.102226644365239,,0.039710655564046
0.020315406108807,0.03001850335606,,0.020315406108807
0.016364452088762,0.021856235321348,0.029310861838764,0.016364452088762
0.008059449042634,0.039183120265984,,0.008059449042634
