sn,mb,dm15,color,MB,z
sn1996bl,16.7535964284936,0.781257622270324,-0.028873577391615,-19.18435651175554,0.036
sn2000cn,16.5975801043611,1.53840225852418,0.067097311015708,-18.393407767846057,0.023493
sn2005ms,16.1625395479411,0.7449462734848,-0.045582241186217,-18.98388097911097,0.025204
sn2006sr,16.1856308142764,1.10581800182176,,-18.865402172817305,0.02414
sn2005eq,16.3305786060411,0.805471076415465,0.057735871118467,-19.124862358359742,0.028977
sn2007qe,16.024672280258,0.960602003413804,0.0015172197477329994,-19.0135032133434,0.024
sn2005iq,16.7536717170023,1.27222724343735,-0.128239572522965,-19.05984532220697,0.034044
sn2002ha,14.7352220402171,1.32115508681667,-0.071074363035351,-19.123374040796744,0.014046000000000001
sn2001bt,15.310182070523698,1.21867966724205,0.147085147602304,-18.63933466111831,0.01464
sn2006ob,18.2394871643335,1.7153827894443798,-0.025409097095583,-18.816425548862195,0.059238
sn2007bd,16.572471053145097,1.20692105518184,-0.045229160763313,-19.034057929334583,0.031018
sn1992bo,15.7725591162762,1.64784341093245,-0.018371649281271,-18.692520133129065,0.018509
sn2006ax,14.999527214632401,1.01991623541666,-0.1137756694365,-19.24425147339946,0.016738
sn2006bt,16.9550594063535,0.9531280999591372,0.08784141140000701,-18.731538735619665,0.032156
sn2006mp,15.983368797858699,,0.016641005570328,-18.96230030609446,0.023016
sn2007f,15.8758941096703,0.9261679373209192,-0.038744092959405,-19.12419873271785,0.02359
sn2006gr,16.988603137437,0.924972570691168,0.06525714152009299,-18.860787972990767,0.034597
sn1999aw,16.750153607063698,0.731165392309755,-0.036733378441653,-19.308392248673673,0.038
sn2006az,16.4839449204878,1.27519488562084,-0.097471070020056,-19.11663226028997,0.030935
sn2005el,14.901120783254099,1.34717396327427,-0.028638400253833,-19.08852331184461,0.01491
sn2002de,16.6732693099588,,0.14000014193234,-18.715283007249294,0.028116000000000002
sn2007ci,15.933645896015301,1.7342473935597802,0.0035998669851340006,-18.485401155867088,0.018126
sn1999ao,17.956756524821802,1.37980827525715,0.016853419200253,-18.88582866036135,0.0539
sn2002he,16.3503839407637,1.3897952709020502,0.127493919536974,-18.739146492840263,0.024564
sn2006bh,14.3560130616929,1.46557959152849,-0.05916849030220599,-18.94675500590717,0.0109
sn2006qo,16.8409162104383,1.02394067442201,0.17127335304390806,-18.669503979390512,0.029704
sn1997do,14.329243099351899,1.12494138549807,0.001372057262479,-18.811002752250253,0.01012
sn2004gs,17.1528218036128,1.6246281670855,0.095060909739651,-18.12123063631807,0.0267
sn1999dk,14.8543572141739,1.11522209835899,0.038628740579874,-19.142638932260795,0.01496
sn1995ac,17.1077505159589,0.7017852394276289,-0.09261526757313697,-19.561245174360078,0.049901999999999995
sn2007cq,15.874360904020698,1.12100975294605,0.004729241345216999,-19.33387677076648,0.025918
sn1999bp,18.3935317067217,1.03906801683363,-0.1079087039288,-19.258896268337683,0.077
sn1990af,17.8039076086193,1.54606281081909,,-18.88296060014954,0.0503
sn2006cp,15.9663854282096,0.830354668760727,0.019880532379482,-18.908404180748285,0.022289
sn2004ey,14.761791229640501,0.988429461680099,-0.117019257983159,-19.355214135403678,0.0158
sn2007co,16.4734526247491,1.12380930460451,0.01961138492301,-18.82222782672362,0.026962
sn2006an,18.2742965292363,1.51685622928473,0.152981530853431,-18.956873187337873,0.064001
sn2005na,15.978209500743501,0.9173425622358948,-0.13544053908481898,-19.26426933831648,0.026322
sn2007bc,15.873503467950098,1.2102595163826202,-0.09440368629398,-18.845645677526523,0.020771
sn2006s,16.8191488204107,0.962036974054492,0.030079129747634,-18.863712999754302,0.032102
sn2005lz,17.613804441120102,1.4006799517823898,0.04355009901122,-18.614397415620623,0.040998
sn2004eo,15.132923886121302,1.3789273240758702,0.031556060146677,-18.970269851577257,0.015701
sn2003u,16.6272705755404,,-0.026485472899672003,-18.77895312325017,0.028341
sn2008bf,15.7556285478584,1.04411665461966,0.049256864820237,-19.01640362041853,0.021275
sn2001cz,15.1073192040151,0.954237057177622,0.100017280384598,-18.950491741230508,0.015380000000000001
sn1998ab,16.2147993422711,1.17793054749055,0.034300534795200004,-19.094804525002928,0.027132
sn2006ar,16.4240522979757,,0.054814084149882,-18.47536461776989,0.022539
sn2000ca,15.6572823160817,0.926751066939403,-0.023511633922154995,-19.345244777949688,0.023615999999999998
sn2001ba,16.2484571881652,0.941964367806065,-0.103667833796386,-19.24064411036021,0.029419999999999998
sn2003w,15.882180565234899,1.1426040274308302,0.129250820178022,-18.761383642141098,0.020071000000000002
sn2005kc,15.579303953462999,1.24600115932751,0.166530150946599,-18.441056503548054,0.015119999999999998
sn1994s,14.7868211327459,0.979672028789658,-0.042895165597948,-19.24180383271171,0.015177000000000001
sn1992al,14.4936129744298,1.1061293038787,,-19.452151302967827,0.014615000000000001
sn2003fa,16.755234329573,0.900887267958552,0.034907907116412985,-19.38188791244759,0.039361
sn2002dp,14.6131359191774,1.07176978909625,0.112456226914738,-18.833112759933442,0.011637999999999999
sn2006ac,16.2377826647299,1.15375297495414,0.15196777418166402,-18.716507424591803,0.023106
sn2002hu,16.6283774305273,0.9805456746496692,-0.099696016693095,-19.43016842521007,0.038
sn2001ep,14.906576522457,1.20299452450936,0.063780498560071,-18.784271002030422,0.013012000000000001
sn2006oa,17.941009785140604,0.6711306582325349,0.01517620799666,-19.143907984488113,0.060002
sn2004as,16.9541631185726,0.654296590794679,0.064591054409355,-18.652580697315624,0.031020999999999996
sn1992bc,15.126832889530801,0.8297853509762729,-0.070475297898149,-19.53085383060384,0.0202
sn1993o,17.6266124202634,1.21821396432278,-0.162346596582381,-19.091360464522808,0.051
sn1997e,15.184167358477199,1.40360116577296,0.03494837261033,-18.593762407410203,0.013538999999999999
sn2005ki,15.5661906838418,1.28619003906417,-0.064102369450069,-19.02582594380549,0.019607
sn2000dk,15.3789675119784,1.6392656768730198,-0.015834134464298998,-18.95542990085483,0.017442
sn1998ef,14.7243670253932,1.37121378363931,-0.229478661411939,-19.647553731827408,0.017741999999999997
sn1999cc,16.784447204717,1.37662029449029,0.0010012249394080002,-18.844174437287673,0.031327999999999995
SDSS6108,21.555499281868602,0.953643174431271,,-18.97284522229008,0.259
SDSS2561,19.831733424145998,1.11227831126691,0.118584985260014,-18.80756852616398,0.118
SDSS5737,22.2980888451551,0.6989036548304599,,-19.279908389172093,0.393
SDSS5717,21.3549473559434,0.7834111987313291,,-19.10565993277282,0.252
SDSS9032,21.361431003905803,,,-19.118704538546833,0.254
SDSS3901,17.9561718487118,1.10202240969201,-0.099249366744886,-19.23923151641998,0.063
SDSS5103,20.3453832516309,1.04958269374648,-0.033935385559907,-18.795252237857007,0.146
SDSS6780,21.1172792070403,1.5034674816137,0.095242758291754,-18.801931730161808,0.202
SDSS2533,21.739817232530605,0.7703336691562439,,-19.46951083948715,0.34
SDSS5395,19.4710542772355,0.763055637993432,0.057646113376343,-19.148346426366448,0.117
SDSS1032,20.364957541771396,1.87181428819992,0.118588890601572,-18.501543080579474,0.13
SDSS3377,20.7650768637416,0.9559954786756178,,-19.62604044510236,0.245
SDSS5549,19.6220366677187,1.00693797797992,0.005370114644109,-19.076031720813273,0.121
SDSS6773,18.689996474135803,0.7518175180132759,-0.06242369065802901,-19.320567019135126,0.09
SDSS10434,19.1965488055895,,-0.07428532781671,-19.148439632533048,0.104
SDSS7779,21.8794851337809,0.919594535061108,,-19.619237650343504,0.381
SDSS3199,21.5117061959237,0.9569139386566692,,-18.939083465568345,0.251
SDSS8495,20.797334530071602,,-0.046799720477409,-19.262240076975317,0.214
SDSS3256,19.5712418744788,1.32857036941567,0.043192511716654,-18.861473403417854,0.108
SDSS6315,20.8948678112236,0.933887270766476,,-19.708859988809355,0.267
SDSS5844,21.622681026826896,1.01531709646796,,-19.361878567319245,0.311
SDSS7512,21.1121113102038,0.8065233663219759,,-19.003815149788863,0.219
SDSS2422,21.115993656567,0.836785022757269,,-19.469084942416615,0.265
SDSS3087,20.2224444891613,1.08854898956198,0.005506178838765001,-19.209447402733804,0.165
SDSS2789,21.549067028512894,1.33139785867643,,-19.260368106363458,0.29
SDSS762,20.6859832200488,1.21367019394943,0.06136891850521,-19.097624326588498,0.191
SDSS2689,20.2191775614304,0.9703971084635872,0.00441840735548,-19.16887186014987,0.162
SDSS1371,19.0413846076973,0.9182180866420642,-0.09773587054579,-19.61766064057227,0.119
SDSS9467,21.104007586407,,,-19.000744065217624,0.218
SDSS3331,21.094222216331502,1.211253735421,0.021915695745442,-18.872612271955475,0.206
SDSS8046,21.625511764380196,0.894052756104863,,-18.902832739778486,0.259
SDSS1580,20.303406826512106,0.8649783313346758,-0.028297899170397007,-19.376965561060626,0.183
SDSS3592,18.6987880652523,1.18007254160811,-0.06811014039932,-19.233719409423358,0.087
SDSS5736,21.442769867312396,1.0434037612744,,-19.027619290878075,0.253
SDSS2165,21.661122377639106,0.973712568374204,,-19.131031702226704,0.288
SDSS6422,20.2218358760522,0.7439998638689359,-0.13875028582487695,-19.471666804634975,0.184
SDSS7243,20.7935145459287,0.8531950954098021,-0.016253327041703,-19.149615934617394,0.204
SDSS6249,21.8051959778413,0.870415267087246,,-19.03847530055655,0.294
SDSS2916,20.1640927172642,1.3747452482552702,0.272961775539848,-18.591389045447574,0.124
SDSS8707,22.1977768087993,,,-19.393215334986902,0.395
SDSS2440,20.6570371707626,0.797149108502609,-0.100145397511717,-19.151753535875805,0.193
SDSS2992,20.0542492723858,1.16548583862379,0.128927875228733,-18.7573567446106,0.127
SDSS7847,21.2310073795681,1.01913178900271,0.150635326273978,-18.80568592130634,0.212
SDSS1112,21.6412848582308,0.996247710427191,,-18.87748670944063,0.258
SDSS6699,21.779302299194693,1.10828169123705,,-19.205257294951448,0.311
SDSS7147,19.498142553886694,1.20624599584171,-0.00272331919556,-18.97729256449793,0.11
SDSS2017,21.3507944525877,0.873511783071201,,-19.206066372103066,0.262
SDSS10106,20.9268354942191,,0.167645922890841,-18.229986624961587,0.147
SDSS10028,18.3207888570422,,-0.003039312351206,-18.94554387479965,0.065
SDSS2635,19.8232193744712,0.8812063299319559,-0.058840248273008,-19.268227957192842,0.143
SDSS6057,18.6819498892986,1.14115306327125,0.164231509043041,-18.6532466062636,0.067
SDSS8213,21.0750595151918,1.50443610178077,0.18162301505661604,-18.631507554177933,0.185
SDSS5350,20.4085999851905,1.31729621222387,-0.040206674619228,-19.164270258899023,0.175
SDSS8921,19.913650363593604,,-0.070115785215322,-19.210694731985328,0.145
SDSS10550,22.056898711901106,,,-18.837332894744627,0.3
SDSS6406,19.608252094689103,1.04771087279671,0.028114285242793,-19.16607796357852,0.125
SDSS5966,21.873482510757494,0.79937223084076,,-19.102987768106477,0.31
SDSS2031,19.7049284977,0.946238526262988,-0.07549482992597199,-19.54690998726834,0.153
SDSS9207,21.9883437588032,,,-19.29441585213215,0.35
SDSS3451,20.9873367713544,0.909735750207545,,-19.45359922938904,0.25
SDSS5533,21.2051591801963,1.10188037564461,,-18.921895154374884,0.22
SDSS1241,19.0855998616129,1.32849675168261,0.071074980570593,-18.84690761306276,0.087
SDSS5751,20.1667076880739,1.06368507312138,0.269584450673364,-18.69979293427697,0.13
SDSS3241,20.9814381685388,1.19217104527084,,-19.54690633561988,0.259
SDSS1253,21.2431762328072,1.31566829359845,,-19.313684591883565,0.262
SDSS3080,20.2285134700065,0.931761842326409,-0.033089189963334,-19.330600115883673,0.174
SDSS2372,20.580981392299694,1.13432740738154,0.040102147981243993,-19.072929859746804,0.181
SDSS5916,20.5273070906953,1.43357440296663,0.095794326424979,-19.00407178101607,0.172
SDSS7475,21.487187561043505,1.14150791269083,,-19.584811163295548,0.322
SDSS6936,20.5465770268208,0.9801619802371558,-0.021334631913,-19.1073342252257,0.181
SDSS5994,20.5598858550587,0.9577991222659892,0.02671747026568,-19.17261504612721,0.187
SDSS2943,21.3581760418848,0.8242669178745391,,-19.226902557098814,0.265
SDSS11300,20.278697307461893,,0.093288652849104,-18.878124811718795,0.147
SDSS6192,21.729893089330396,1.35853561182145,,-18.91990198762158,0.272
SDSS8719,19.321761070824,,-0.125928814364755,-19.277577756200014,0.116
SDSS3452,20.8119310565795,0.9452192936296558,,-19.423908983897856,0.23
SDSS6933,20.775049600936,0.996487718428412,-0.048804716958813,-19.27310912221502,0.213
SDSS6649,21.529456546199693,0.99656562260445,,-19.479228411742074,0.314
SDSS6304,20.9424630251049,1.00699451716672,0.09822128891831,-18.828461351738156,0.19
SDSS2308,19.544298455353104,0.87247183917578,-0.140880753529494,-19.628607914108176,0.148
SDSS6924,21.5987130143854,0.784996353588596,,-19.519829391822046,0.328
SDSS10449,21.0254613626825,,,-19.355580105087306,0.244
SDSS5957,21.519932419050303,1.23281861632904,,-19.201976457477674,0.28
SDSS9457,21.455261945706802,,,-19.05390251614827,0.257
SDSS5550,19.807384872334,0.657058417150509,-0.104197087248401,-19.49066713921584,0.156
03D1ax,22.9647606925053,1.31058176446442,-0.052747540046632,-19.21423796995051,0.496
03D1co,24.039087579370303,0.92717832432794,,-18.965656967415846,0.679
03D4fd,24.2372793006099,,,-19.173761798069975,0.791
03D1bk,24.488518899931695,0.99645227543904,,-19.161569679444494,0.865
03D4cj,21.018787126586197,0.916102196202488,-0.09979135299465,-19.6126751715724,0.27
03D4dh,23.3444137776679,0.9692923434519828,,-19.449426557569236,0.627
03D4dy,23.2235425621227,0.8908743105611241,,-19.49774071240788,0.61
03D1au,22.9881223746312,0.8662836744098431,0.017716719548702,-19.234110514761912,0.5043
03D4gl,23.249518905462303,,,-19.297826684393577,0.571
03D4gf,23.310774178061,,,-19.277682213276574,0.58
03D1dt,23.288566229120498,0.7300032175960072,,-19.441351652796037,0.612
03D4ag,21.5121179456742,0.732257620542633,-0.09484184551220698,-19.25390672665533,0.285
03D4di,24.285969159051398,1.180448263049,,-19.467358399492944,0.899
03D1bp,22.4818798185814,1.27748532671851,0.029525720185568,-18.77905511754155,0.347
04D2mh,23.37570602673819,0.7097014136960098,,-19.257731039961033,0.59
04D2fp,22.539949031197356,0.8746514346505592,,-19.177754085438,0.415
04D4in,22.834994183413226,0.8225577742735766,-0.05165481319751564,-19.447069836099597,0.516
04D4id,24.14395961747013,0.9673054646008978,,-19.191831248607485,0.769
04D3nh,22.114149550272174,0.9393152812904476,0.01577229433898708,-19.09517852174558,0.34
04D4bq,23.29627857684834,0.8019813576178549,,-19.15272408657864,0.55
04D1pg,23.54208624754739,1.0075891081322226,0.11804347741865227,-18.73491373645913,0.515
04D4gg,22.72804056748156,0.7873337546926891,0.08989891017063201,-19.044851553807515,0.424
04D4fx,23.428109438684178,0.9190805186287888,,-19.37414438856786,0.629
04D3df,23.488781232649234,1.6006634528562955,0.03067225915871319,-18.550286781969522,0.47
04D3cy,23.732531270976487,1.0016302579183505,,-19.127917433872405,0.643
04D2mj,23.801943937766215,0.7319205398298507,0.25051380824016434,-18.464900381465096,0.513
04D4jr,22.608624192442196,0.7889198913243263,-0.05855580890602141,-19.43044382217656,0.47
04D3kr,21.942119525418224,0.8614223778639811,0.001967476259160605,-19.244791650666723,0.337
04D1oh,23.357633639897326,0.8878324599536924,,-19.275803426801897,0.59
04D1pu,24.019102016215328,1.0930148744990262,,-18.82484303851689,0.639
04D4ii,24.334813625636645,0.5218022268876297,,-19.31836742068646,0.866
04D4ic,24.11161215987639,1.3027382516358088,,-18.924208117481182,0.687
04D1de,24.09309715304102,0.9628592619336018,,-19.23922416173259,0.768
04D1ff,24.19740528715969,1.120310997481269,,-19.437168584445494,0.86
04D3hn,23.48540109210409,1.2579437725329896,,-18.973117972830515,0.552
04D3ny,24.30127499061809,0.38518699814332535,,-19.173146891682187,0.81
04D1ks,24.13618947386171,0.9609199269073159,,-19.29837189017562,0.798
04D3ks,23.824133584707432,1.0268039574977479,,-19.44498125526612,0.75
04D1sa,23.569219249902023,0.9862620801834724,,-19.041817947447367,0.585
04D4im,23.715002439080173,1.1621893278116031,,-19.557661937119356,0.751
04D1jd,24.414912067180147,0.9256841836895332,,-18.951910679366364,0.778
04D3fq,24.060801328925642,1.02848510729401,,-19.179752498494658,0.742
04D3lu,24.361111779095,1.1937551412865872,,-19.152603445894446,0.822
04D2kr,23.83099993036483,0.8098641012508594,,-19.417079672589576,0.7441
04D2gb,22.894227331348144,1.3445429214229208,,-19.03221916089989,0.45
04D1hy,24.25842552568637,0.7522664444245066,,-19.344853991389876,0.85
04D1qd,24.19994038899319,1.1890283300206548,,-19.128907023023615,0.767
04D2gc,23.28880874013877,0.7863773115423527,,-19.018438816128132,0.521
04D1kj,23.309989823482127,1.0441853058899966,,-19.301047373867263,0.585
04D4hu,23.91163155140116,1.1863123645500195,,-19.18531837667481,0.703
04D1si,23.824953277899947,1.039587952297289,,-19.268215142762447,0.702
04D3mk,24.2234167689361,,,-19.26088100793576,0.813
04D3oe,24.012676993578612,,,-19.277667224452824,0.756
04D3do,23.552820465097717,1.1608701927873,,-19.16846280943286,0.61
04D2fs,22.40046808297382,0.8733785206412676,,-18.932553954046494,0.357
04D3fk,22.518640700815364,1.1245125246644252,0.10191679201186332,-18.82006775229191,0.3578
04D3nc,24.25273348089788,,,-19.244677441208125,0.817
04D1sk,24.02936217736617,1.0532151353134367,,-18.913769011380577,0.6634
04D3co,24.118155595590785,0.9258974588466344,,-18.646036245806314,0.62
04D4ju,23.77001851261044,0.9906374946637158,0.1397456043298746,-18.280065765112035,0.472
04D1jg,23.25147883684264,1.0057771296234606,,-19.355957665682322,0.5842
04D1hd,22.132602251823965,0.8678881692464058,-0.08538132784862285,-19.284510882322696,0.369
04D1pp,24.011004791110807,0.9991856536795112,,-19.204314684481574,0.735
04D4ib,23.54736449821382,0.8144821635718813,,-19.534428458324005,0.699
04D3ez,21.715664111963253,1.196435031502439,0.12034471790626355,-18.850635484613885,0.263
04D3cp,24.183719923644237,0.7805793250984436,,-19.355883411855967,0.83
04D1hx,23.678764816881642,1.1136824807927113,,-18.817499321070724,0.56
04D2mc,22.762380365844155,1.0783151724553193,0.1972481503839276,-18.505848680290764,0.348
04D1pc,24.54193519574175,1.1195624991580573,,-18.797320880774514,0.77
05D2ct,24.433805290823553,0.6870433768035298,,-18.77789047626705,0.734
05D2nt,24.065916396392716,0.7481038633314512,,-19.227950300538524,0.757
05D2ec,23.6146774550454,1.0046152202631475,,-19.233402672313,0.64
05D4ev,24.221306550964908,1.1329576877590597,,-18.946531798398613,0.722
05D2bv,22.73071088740564,1.0776078160096318,-0.045926789609900716,-19.330346373513375,0.474
05D3ci,23.685228858384342,0.4097453542447269,0.15304568747680491,-18.59177112562218,0.515
05D2bt,23.53376446800476,0.8953832567306534,,-19.474883562721047,0.68
05D2dt,23.698299403634554,0.9248033704440672,,-18.862817057583097,0.574
05D3mn,23.991088578560447,,,-19.31331877582625,0.76
05D1ck,24.092382247369915,0.8416681887727792,,-18.659006096480592,0.617
05D2dw,22.43518453291184,0.8436192030072434,-0.08425403192020298,-19.29487774230975,0.417
05D4fg,24.16733849202471,0.9600124698666759,,-19.401101362230065,0.839
05D4fo,22.468757682434227,1.0958496697952145,-0.0015662288774436206,-18.97582687801575,0.373
05D1hm,24.18646319656912,0.964909121751738,,-18.433555499421615,0.587
05D3jb,23.8974708473387,0.9077835869109449,,-19.35382784921313,0.745
05D3mh,24.037499830993532,,,-18.931865003575815,0.67
05D3mq,21.549300146053184,,0.04879268821581917,-18.85185524474786,0.246
05D4cq,23.69852720879053,0.9588181734549508,,-19.390854556642637,0.701
05D4ej,23.70487333040438,0.9658321844875388,,-18.90616386694501,0.585
05D3lr,23.841921346870308,0.86704318030921,,-18.83578400306635,0.6
05D2ci,23.61772334993832,1.130980174189915,,-19.188727733891593,0.63
05D1er,24.61351988919151,1.0490871372636548,,-19.021053982413672,0.86
05D3cf,22.93221589175403,1.1364542058650926,0.016464362697341528,-18.810150885799803,0.419
05D3kp,24.05523117297216,0.8827311415928207,,-19.548048344104085,0.85
05D1cb,23.67802841455855,1.0462421657597218,,-19.136798297212128,0.632
05D1ix,22.833302490140728,0.8673295633313813,-0.04330914550386211,-19.31402080251397,0.49
05D3dd,22.95176637743012,1.0596966207622387,-0.019937606294988086,-19.14195355815339,0.48
05D1em,24.22420004211511,1.042039757782625,,-19.428981004207994,0.866
05D3ht,24.41444406971921,0.8923705653793164,,-19.344837131199924,0.901
05D4cw,22.136104850695272,0.95142886235125,-0.1280356405786094,-19.32211382605738,0.375
05D2ck,24.45781023158657,1.6886293104757684,,-18.620180543649596,0.698
05D3kx,20.836158906738707,0.9087488303957584,-0.0428790784951687,-19.279767553253958,0.219
05D4bf,23.561666410375953,0.8624491262217049,,-19.06730501929854,0.589
05D1ju,24.62729035608927,,,-18.484734396207685,0.707
05D4dy,24.85851588548383,0.8705391251475234,,-18.615905996816448,0.81
05D3hh,24.2705356072177,0.9227547541848792,,-19.054833539962733,0.766
05D1iz,24.40927487472385,0.8340781922434459,,-19.225298996881335,0.86
05D2he,23.913459701715485,,,-18.799162194214293,0.608
05D2by,24.53227187992917,0.8081596817549226,,-19.197111048942972,0.891
05D4ff,22.660896810715844,1.188651450941677,0.017787737854085606,-18.975104415676586,0.402
05D3cx,23.849780583457235,0.8992579810288248,,-19.608102585282406,0.805
05D4bm,22.21274126308936,0.9882978130468344,-0.02402607400122037,-19.225000969538403,0.372
05D3jq,23.309190956536213,0.7602501164626787,,-19.274727304896096,0.579
05D2ah,20.791527070666454,1.128199186704613,0.03691600140997764,-18.90197561002072,0.184
05D4cs,23.917394291247696,0.9885309512256841,,-19.490270377050997,0.79
05D3kt,23.908145948050837,1.1798323151370766,,-18.972795977703754,0.648
05D4av,23.564803754146684,1.0749074101691605,0.19991312135301345,-18.68161791501124,0.509
05D3mx,22.982956270381106,,,-19.05611174423765,0.47
05D2fq,23.969570553892,,,-19.23849676849765,0.733
05D1kl,24.14272307633044,0.7808904950318905,,-18.353541061621925,0.56
05D2ac,22.672108099398475,0.8758986158856672,-0.03304778537772535,-19.416194507537295,0.479
05D3jr,22.660245990614786,1.2061753373855597,0.08373000262638186,-18.763760616079917,0.37
05D4ek,23.30508307998753,1.2038024731982089,,-19.076382446297142,0.536
05D2ab,21.990306864587456,0.8564338297726763,-0.02240205563709452,-19.089504194110045,0.323
05D2cb,23.365100887915712,1.0432033518817434,0.1413075918414961,-18.425947065760017,0.427
05D3lc,22.943723535582407,1.1622273772500549,-0.02146513339575052,-19.045226305441837,0.461
05D3ha,24.488940770516145,1.0387760488843796,,-18.968942398223497,0.805
05D2dy,22.8452766630615,0.8768661560853488,-0.16681096233576653,-19.406264668816863,0.51
05D1cl,24.269478645024577,0.7560933058374175,,-19.270124690475626,0.83
05D2eb,22.93562064116615,0.9267675965596068,,-19.436062207829895,0.534
05D2hc,22.67998816879095,,,-18.6027714421444,0.35
05D1ee,23.58239646014676,1.2145764581006944,,-18.909177307980308,0.559
05D3dh,24.182420813722967,1.0794398209939686,,-19.25882403174977,0.8
05D3ne,20.411890496952747,,-0.016791813879898143,-19.0773200659585,0.169
05D4dt,22.79847898530574,1.0624279991356715,0.0012325053744817185,-18.86923085716293,0.407
05D1eo,24.30129112771103,0.990488907211386,,-18.921261604418785,0.737
05D4gw,24.481105672541023,,,-18.986712603468757,0.808
05D2nn,24.588252701813136,,,-19.077263548902412,0.87
05D3jh,23.752963349447516,1.2363379934217629,,-19.400100622608914,0.718
05D3gp,23.622037482537127,1.0535931360592483,,-18.966418908800446,0.58
05D4ef,23.832309116873226,1.60440769509826,,-18.867270154219938,0.605
05D3jk,23.65106739110793,0.9186099612382248,,-19.567871068831565,0.736
05D1dn,23.306002789145584,0.8325633358155501,,-19.21823956304493,0.566
05D1dx,23.278890012891328,0.977182371393738,,-19.309566378446245,0.58
05D4cn,24.041425631493148,1.0055730458688572,,-19.273482441838944,0.763
05D1hk,21.204913931079982,0.8854969487111006,-0.03466564645589898,-19.361385665497156,0.263
05D1cc,23.47089818751103,1.072160707293655,,-19.04404915937827,0.564
05D4bj,24.062883241024927,1.0119589290583662,,-19.02649852440824,0.701
05D1if,23.99995704515882,,,-19.314951028173272,0.763
05D4af,23.11694114038391,1.0044722693631059,,-19.077761617851483,0.499
05D4dw,24.401274532779304,0.949181950034685,,-19.21769664116544,0.855
05D2mp,22.34575188073575,0.8896385846643113,-0.0489491708356411,-18.963689062582045,0.3537
05D1ke,23.53824282606549,,,-19.50914200772618,0.69
05D3gv,23.966233574573327,1.2871142074369573,,-19.175697836593482,0.715
05D4be,22.88216287617393,0.8885243544853694,,-19.504181187767898,0.537
05D3lb,23.870287377339555,0.9301573746933088,,-19.006567930034915,0.647
06D2ca,23.297928475882802,0.661159845238302,,-19.05901590194338,0.531
06D2gb,23.092656398937894,,,-18.787437126581434,0.442
06D4co,22.492386134639503,1.00345278949703,-0.051291156529985005,-19.358340543079628,0.437
06D3gn,21.879364890342398,1.25188264956824,0.132745789205927,-18.561571110401044,0.25
06D3ed,22.599861843606,1.18151169489969,-0.043673897848279,-19.04886628197449,0.404
06D4ce,24.227360629219998,0.676405744624361,,-19.375918887856248,0.85
06D3em,24.321466669601804,1.12664828397571,,-18.725918164189864,0.69
06D2bk,23.2542014562293,0.8749484979011659,-0.089518928702795,-18.940501302006094,0.499
06D3dt,22.1621457440872,0.95091631941137,,-18.577495624502024,0.282
06D3et,23.5015404505262,1.23285269600654,,-19.06871905705178,0.576
06D3fp,21.7318741290008,0.9199797431772372,0.092205322074094,-18.881130181292853,0.268
06D2fb,19.7620401779575,1.08412756054572,0.019786895038472,-18.993441584754276,0.124
06D2cc,23.446071881854,,,-18.91579395402591,0.532
06D3el,22.8844167197406,0.769546171833547,-0.013614940311406,-19.412784618291326,0.519
06D4dh,21.4811371952042,0.8058313397808871,-0.065174379701816,-19.43802719937388,0.303
06D2ck,23.4745490309582,0.659795308950891,,-18.983970033976405,0.552
06D4bo,23.200664522041397,0.861542940130533,,-19.25785454289321,0.552
06D4cq,22.5278636730182,0.962330420972932,-0.041296800929722,-19.16495515657373,0.411
Ombo,24.8736798518327,0.841751950981127,,-19.09724916988309,0.975
